FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
M008	NA19660	0.0508129	-0.138817	0.131783	-0.151057	-0.152598	0.26776	0.111235	-0.209411	0.0370939	-0.107571
M009	NA19678	0.0476921	-0.0296213	-0.306176	0.201947	0.128893	0.220713	0.0724461	-0.015865	-0.100249	-0.0446711
M010	NA19681	0.047735	-0.156899	-0.000813405	0.00527816	0.0176355	-0.00654868	0.0139615	-0.0119725	0.00047731	0.0141825
M023	NA19746	0.0491921	-0.192399	0.0217145	-0.00576734	0.0224454	-0.00253394	-9.17285e-05	0.00424797	-0.00708981	0.0511667
M039	NA19794	0.0509888	-0.0511885	-0.00925549	0.0130318	0.0137154	-0.0458252	-0.0121566	0.0313784	-0.00895059	-0.00365195
M039	NA19795	0.0447294	-0.116802	-0.0151945	0.0017818	0.0375102	-0.00622106	-0.0125268	0.0324995	-0.0391818	0.00162246
M006	NA19654	0.0470417	-0.139322	-0.0165743	-0.00564688	0.0124767	-0.0376678	-0.00581851	0.0124093	-0.0119036	0.0209492
M024	NA19749	0.0505213	-0.0818328	-0.00147771	0.0206681	-0.00623021	-0.0391256	0.0243878	0.0386042	-0.0107032	0.0362359
M028	NA19761	0.0438455	-0.148735	-0.00915534	-0.000888217	-0.0043296	-0.0533077	-0.00798633	0.0237617	0.00964693	0.0401216
M028	NA19762	0.0449672	-0.157063	-0.00372339	-0.00870252	0.00717623	-0.0609883	-0.0143459	0.0214122	0.00536701	-0.00234115
M031	NA19770	0.0479262	-0.0922602	0.0150818	0.0131472	0.00658394	-0.0347484	-0.0317335	-0.0347839	0.0223856	0.0315495
M002	NA19670	0.04843	-0.115963	0.000926358	0.00945439	0.0104318	-0.0400009	-0.0354418	0.0373398	0.0356464	0.0236894
M014	NA19716	0.0467953	-0.138239	0.00262676	0.0161786	0.0188139	-0.061669	-0.000677406	0.0197578	0.00341836	0.0149157
M024	NA19750	0.0490428	-0.0642737	-0.00320881	-0.0191038	-0.00921034	-0.0373019	-0.0155359	0.0166853	0.0102124	0.00823678
M037	NA19789	0.0425148	-0.11169	-0.00873729	0.022928	0.0319583	-0.00977261	-0.0385929	0.0529967	0.00368205	0.00246732
M011	NA19685	0.0487697	-0.140144	0.177663	-0.213211	-0.21214	0.361439	0.125839	-0.295247	0.0460156	-0.157542
M009	NA19679	0.0520531	0.0237858	-0.294939	0.19107	0.11283	0.287797	0.0796989	-0.0324498	-0.107586	-0.0396471
M005	NA19652	0.0490832	-0.0627942	0.00860637	0.0146376	0.0026948	-0.0184816	-0.0133087	0.0276281	-0.0122096	0.00916833
Y001	NA18488	-0.062492	0.000322448	0.00132437	-0.0173453	-0.00151529	-0.00450312	-0.032982	0.00525725	0.0275395	-0.0451007
Y014	NA18519	-0.0635879	0.0065987	0.0339239	0.0385153	0.046924	-0.0219138	0.00465968	0.00199343	0.00259588	-0.0232661
Y039	NA19185	-0.0638713	-0.00271118	-0.0093963	0.0124355	0.0558783	0.013642	-0.0391254	0.00707489	0.0368976	-0.00391823
Y075	NA19146	-0.0639175	0.00297127	-0.00229543	-0.00378492	0.00615167	0.0235206	-0.0347077	-0.037026	0.0446014	-0.00939692
Y073	NA19149	-0.0632234	0.00022168	0.0191285	0.00449492	0.0336572	-0.00520124	0.00305471	-0.0330286	-0.013171	0.00240723
Y092	NA19256	-0.0620632	0.00162572	-0.0338023	0.0269135	-0.00646916	-0.0208649	-0.0127236	0.0144252	-0.0164426	-0.0673562
Y006	NA19108	-0.0642874	-0.00548964	-0.0170636	-0.0110055	-0.011082	0.00778493	-0.0299839	0.0057559	0.0159865	-0.00468569
Y038	NA19178	-0.0611882	0.00124166	-0.0110983	0.00278987	0.00155169	0.00916914	-0.054998	-0.0318755	0.0547862	-0.0165571
Y030	NA18916	-0.0628209	0.00182778	0.0151363	-0.0129674	0.00771882	-0.0109813	0.0412296	-0.0109295	0.0442953	-0.0474496
Y111	NA19190	-0.0629038	-0.00271266	-0.0220256	-0.0129046	-0.00821963	-0.0237766	-0.0434624	-0.0216794	-0.0200626	0.0222021
Y061	NA19121	-0.0623381	0.0015854	-0.00906658	0.0139942	-0.00198106	0.00815995	-0.0181235	-0.0149498	0.0118384	0.0133211
Y079	NA19113	-0.0606166	-0.0022588	-0.0100706	0.0157461	0.0151611	-0.0363055	0.000392169	-0.0115638	-0.0105712	-0.0174131
Y116	NA19235	-0.0627158	0.00600365	-0.0240597	-0.0393855	0.0170983	0.0159681	-0.0146514	0.0191592	-0.00553374	0.00432436
Y041	NA19095	-0.0619433	0.00167604	-0.00400721	-0.0218068	0.020146	0.018732	-0.0223719	-0.000401408	0.030025	0.0127181
Y041	NA19096	-0.0644956	0.00781423	-0.0032623	-0.00433737	-0.0235529	0.0197072	-0.00792141	-0.0277877	-0.019178	-0.0317456
Y007	NA18868	-0.0666927	-0.00672894	0.0187829	0.0298597	-0.00656868	0.020958	0.00163386	-0.018148	0.0433918	0.0247014
Y027	NA18909	-0.0637599	0.00684592	-0.0221098	0.00612441	0.0150079	-0.00190086	0.0259964	0.00733347	-0.00252513	-0.00712471
Y036	NA18933	-0.0621499	0.00123322	-0.0118798	0.00525836	-0.00251385	-0.0127543	-0.0163464	-0.00485793	0.0105677	0.00898558
Y044	NA19175	-0.059855	0.00593915	-0.00823533	0.0205718	-0.0209821	0.00213125	-0.0818225	-0.0146442	0.020564	-0.000155333
Y120	NA19247	-0.0626691	0.000592572	-0.00694402	-0.0166615	0.0112465	-0.00521431	-0.0176736	0.0204538	-0.0120479	0.00541399
Y002	NA18489	-0.0604289	0.00504485	-0.041147	0.00265984	0.00152382	-0.0535994	-0.00576007	-0.0145439	-0.064197	-0.00720151
Y052	NA19181	-0.0605714	-0.0036404	-0.0627252	-0.000624355	-0.00421626	0.00323044	-0.00289736	-0.00296085	-0.000439188	0.0098942
Y092	NA19257	-0.0633978	0.0129609	-0.0187018	0.031866	-0.00114744	-0.00735018	8.26433e-05	-0.0273665	0.0327472	0.0442124
Y100	NA19117	-0.0644907	0.000185593	-0.02209	-0.0196216	-0.0289261	0.011316	-0.031348	0.00767856	0.0321865	-0.0562803
Y110	NA19214	-0.0648129	-0.0077827	0.0215122	0.0279622	-0.0437356	-0.00880644	-0.0201767	-0.0143237	-0.00759454	-0.0098282
Y014	NA18520	-0.0582429	0.00841359	0.00208729	-0.00222314	0.0352675	0.00996543	-0.0119238	-0.0394499	0.0204001	0.0387523
Y110	NA19213	-0.061949	-0.00292747	0.0106966	-0.0230074	-0.0286866	-0.0054814	-0.00213533	-0.00256234	-0.00610251	-0.0173012
Y035	NA19197	-0.0633538	0.000306936	0.0390168	0.0174914	0.0167547	0.00690037	-0.0239121	0.0106152	0.0226996	0.0064448
Y035	NA19198	-0.0628416	0.00713719	0.0113507	-0.0170745	-0.00197918	-0.0214541	0.0160154	0.0176925	-0.0295193	-0.00927736
Y061	NA19122	-0.0617906	0.00896102	0.00714538	0.027929	-0.00463167	-0.044458	0.0132849	-0.00256257	0.0175649	0.0230121
Y036	NA18934	-0.0631096	0.00368792	-0.00729941	0.011722	-0.00208988	0.0170587	0.00602584	-0.00846324	-0.00418362	-0.0233348
Y033	NA18924	-0.0589583	-0.00342968	-0.0433105	-0.00956737	0.00575849	0.040122	-0.0021356	0.00647913	0.0177143	0.0328225
Y075	NA19147	-0.0628257	0.00158075	0.0103913	0.00952781	0.0338594	0.00201917	-0.0206079	-0.0235434	0.0503775	-0.00262312
Y001	NA18486	-0.0629412	-0.00917689	0.0145204	-0.00885735	-0.0154297	-0.0148877	-0.0119952	0.00308413	0.0291025	0.0150005
Y003	NA18499	-0.0622115	-0.00311469	-0.0107983	-0.00132809	-0.0142084	0.00718839	0.00154409	-0.0426648	-0.0154128	0.0149511
Y002	NA18487	-0.0605956	0.00541191	0.0113485	-0.0103969	0.0102244	-0.00473472	0.0288357	0.00113355	0.00092937	-0.0196004
Y120	NA19248	-0.0613866	0.00379611	0.00116089	-0.0210429	-0.0242838	0.0044269	0.00541478	-0.0196888	0.0215416	-0.0402222
Y030	NA18917	-0.0633654	0.00584361	0.0181539	0.0146851	-0.017376	0.0382328	0.0213465	-0.0305244	0.00837349	0.00533689
Y079	NA19114	-0.0620398	0.00511585	0.0170795	0.00980825	0.0131273	0.0192102	0.00669296	-0.00892466	0.00944458	0.00385956
Y039	NA19184	-0.0631899	0.00726479	-0.00616854	0.0277275	-0.000354494	-0.0119661	-0.0164454	-0.0371287	0.0240184	-0.0387991
Y044	NA19176	-0.0603908	0.000383114	0.00393385	-0.0224964	0.0230686	0.00200729	0.0222065	0.00629786	-0.0186889	0.00740006
Y007	NA18867	-0.0640673	0.000274422	-0.0294939	0.00437591	0.0128351	-0.0237167	-0.0221227	-0.0178083	0.0188923	0.0179314
Y116	NA19236	-0.0632106	0.00779266	0.00906051	0.0189193	0.0423038	-0.00305561	0.00601991	-0.00962461	0.0485954	-0.0150668
Y019	NA18874	-0.0615047	0.00161234	-0.00545339	0.0154263	-0.0103985	0.00748011	-0.0193208	-0.0506139	-0.016201	-0.00328838
Y038	NA19179	-0.0634622	0.00180217	0.0135592	0.0420081	0.0109719	-0.00953155	-0.0200312	-0.00772736	-0.00999614	-0.01016
Y052	NA19182	-0.0617414	0.000267483	0.0221788	0.0345829	0.0236672	-0.0137494	-0.0174172	0.0191758	-0.0207758	0.00212785
Y057	NA19226	-0.0598749	0.00174673	-0.000124553	-0.00417806	0.00828196	-0.014312	-0.021467	-0.00726477	-0.00301143	0.0249032
Y057	NA19225	-0.0630336	0.00148762	0.00957726	0.0562377	0.0101918	-0.0173924	-0.0262022	-0.0249863	0.0202464	0.00706928
Y111	NA19189	-0.0615944	0.00639029	-0.0173103	0.0152896	-0.0465857	-0.0113384	-0.0279308	-0.0180356	0.0194359	0.00762779
Y003	NA18498	-0.0635343	0.0015245	-0.00337803	-0.0098389	-0.0484005	0.0179139	-0.0239356	0.0157826	0.030543	0.03111
Y100	NA19118	-0.0610982	0.00361729	0.00504561	0.0168887	0.00677579	-0.00081356	-0.00225564	-0.00933372	0.0225469	-0.0291064
Y006	NA19107	-0.0628315	0.00677666	0.00386101	0.0117359	-0.000678099	-0.0203565	0.00487763	0.00815676	-0.0126975	-0.000299957
Y010	NA18510	-0.0623801	0.000986437	0.0232817	0.0200014	0.01824	-0.0269351	-0.0251775	-0.0229033	0.0167739	0.0248734
Y010	NA18511	-0.0621228	-0.00186854	0.00799546	0.0449819	0.0166115	0.00236366	-0.0570659	-0.0184618	0.0231083	-0.0347962
Y033	NA18923	-0.0633007	0.000988617	0.0423491	0.0226658	0.0143887	-0.0355325	-0.0248315	-0.0507015	0.0465868	0.00733846
Y073	NA19150	-0.0627321	0.00755167	-0.0291153	-0.00893524	-0.0061869	0.00853396	-0.0125222	0.00133814	0.0128129	-0.00463787
Y027	NA18910	-0.0618539	0.000107963	-0.00238977	0.0392399	0.00188481	-0.0106128	-0.00983693	-0.0160067	0.00765505	0.0436502
Y019	NA18873	-0.0629389	0.00261261	0.0258404	0.0107811	-0.00580956	-0.0279261	-0.0392425	0.00394842	-0.000173423	-0.0405422
Y005	NA18505	-0.0634247	0.00446571	-0.02221	0.0133858	-0.0104216	-0.000517031	0.00424156	-0.00490017	0.0204295	-0.0254037
Y117	NA19239	-0.0639921	0.000833915	0.0178183	0.0295098	0.0152322	-0.00464905	-0.00197233	0.000304622	-0.00638344	-0.0241576
Y004	NA18501	-0.0632298	0.00372757	-0.0196783	0.0387256	-0.0330294	-0.000730014	-0.0208259	-0.00159324	0.0109685	-0.00799732
Y043	NA19137	-0.0621851	0.000472469	-0.019078	0.0230534	0.0199557	-0.0361991	-0.0154119	-0.021766	0.0107999	0.0393189
Y072	NA19153	-0.0615203	-0.000864019	-0.000257223	0.00499396	-0.0163288	-0.0383858	-0.0127161	-0.026663	-0.0107734	0.000571162
Y058	NA19223	-0.0618814	0.000244141	0.014623	-0.00741967	-0.0106752	-0.00471485	-0.00340609	-0.000990709	0.0350899	-0.00229471
Y024	NA18861	-0.0627605	0.00206856	0.0243545	-0.042146	0.0214823	0.0162653	-0.00613412	-0.0200072	0.0115324	-0.0361491
Y045	NA19201	-0.0638554	0.00600723	-0.0145437	-0.00700372	-0.00516812	0.028062	-0.0217645	-0.01182	0.00765172	0.050458
Y074	NA19144	-0.0599037	0.0048763	-0.00685347	0.014323	0.0216949	0.0322237	-0.0190849	-0.0117577	0.017969	0.0212324
Y112	NA19193	-0.0616304	0.00600386	-0.0198984	0.0103453	-0.002196	0.00547695	-0.00231898	-0.00846231	0.00753301	-0.0025381
Y005	NA18504	-0.0632409	0.00437851	0.00138489	0.0356407	-0.0143662	0.0177972	0.0282503	-0.0030899	0.0296991	-0.0456911
Y048	NA19203	-0.063674	0.00440474	0.0209496	-0.0143848	-0.0174942	0.047332	-0.000117039	-0.0230976	0.0160675	-0.0458218
Y074	NA19143	-0.0631834	0.00197833	0.000995489	-0.00740783	0.019849	0.00970714	-0.00515614	0.00404826	-0.00752785	0.00463284
Y017	NA18871	-0.0633896	0.00455471	0.000855023	0.00396072	-0.0116247	0.0200871	0.00908491	0.0194765	-0.0111396	-0.0340533
Y017	NA18870	-0.0611731	0.00441895	0.000332098	0.0264592	-0.00626021	0.00213596	0.00544047	0.00212773	0.0156746	0.00793548
Y045	NA19200	-0.0614078	0.00254216	-0.0184651	0.00470705	-0.0320176	0.00558784	-0.0532985	-0.0309418	0.00291926	0.0144793
Y013	NA18517	-0.0620276	0.000627704	-0.018311	-0.0157602	0.0256851	0.00224942	0.0128677	-0.0316518	0.0154515	0.0152608
Y023	NA18855	-0.0629657	0.00420459	0.0435403	0.0285655	-0.000211842	-0.000301446	0.0133416	-0.00768336	0.0162277	0.0706443
Y050	NA19209	-0.062119	-0.00330552	-0.0202204	0.00515975	0.0303487	0.00840023	-0.000338812	-0.040176	0.0134789	-0.00889838
Y056	NA19160	-0.0639429	0.00157523	0.00328249	0.0274358	0.0086627	0.0145651	-0.0273936	-0.0194658	-0.0135992	-0.013773
Y072	NA19152	-0.0632327	0.00376161	-0.0174862	0.00624311	-0.00896632	0.00134948	-0.0181117	-0.000413651	0.0168341	0.0123777
Y042	NA19102	-0.0618689	0.00899507	0.0121771	0.00428681	0.0345709	0.0127279	-0.017246	-0.00526428	0.0251256	0.0253735
Y047	NA19172	-0.0626499	-0.000754664	-0.00278182	0.0323379	0.00480491	-0.0261207	0.0168925	-0.0223917	0.0113435	-0.00951677
Y117	NA19238	-0.0629476	0.000209402	0.087413	0.00211705	-0.246105	0.0430037	-0.184383	0.149165	-0.546192	-0.0438934
Y028	NA18913	-0.0620826	0.00390705	0.101999	0.00389835	-0.235469	0.0504104	-0.173012	0.149536	-0.537278	-0.0495565
Y028	NA18912	-0.0626514	-0.00573126	0.0176404	0.000419596	0.0164705	0.0055375	0.0221904	-0.023038	-0.0110606	0.0380486
Y058	NA19222	-0.0609749	0.00452762	-0.00973479	0.0243966	0.0201702	-0.0151656	-0.0485505	-0.022046	0.00395354	-0.0353057
Y009	NA18508	-0.0635706	0.00149457	-0.0127714	-0.0149664	0.0201213	-0.00128968	-0.0037626	0.0214433	0.0138132	-0.00414055
Y043	NA19138	-0.061745	0.000531531	0.0376322	0.0100134	0.00595181	-0.0229778	0.0238838	0.00418853	0.0163865	0.00621769
Y018	NA18852	-0.0607802	0.00575481	0.00310203	-0.01998	0.0243039	0.00276783	-0.00727796	-0.0107507	0.0419567	0.0116684
Y050	NA19210	-0.0601071	0.00690876	0.00814956	0.0103447	-0.0162078	0.0129138	-0.0251483	-0.0108642	0.00494494	-0.0366574
Y048	NA19204	-0.0612751	0.012796	-0.0168782	-0.000231057	0.00630057	-0.0328868	-0.00862743	-0.00262472	-0.0187739	-0.0494199
Y009	NA18507	-0.0628967	0.00839718	0.0009932	0.0119278	-2.41208e-05	0.0193045	-0.0554714	-0.00386107	0.0171598	0.00732234
Y056	NA19159	-0.0620059	0.0115274	-0.00151734	0.00789994	-0.00429792	0.00840385	-0.00771019	0.0103594	0.0106582	0.0243869
Y013	NA18516	-0.0635608	-0.00254058	0.0228951	0.00554978	-0.0352326	0.00664199	-0.0116454	-0.00392294	0.0394759	-0.000134283
Y024	NA18862	-0.06233	-0.00299646	-0.0331217	0.0435891	0.00501189	0.00655324	-0.00742733	-0.0290287	0.0447679	0.00926754
Y042	NA19101	-0.0608623	0.0055689	0.0127733	0.0262108	-0.00930753	-0.0260697	0.0110145	-0.0231463	0.0594262	-0.0218458
Y112	NA19192	-0.0630192	0.00317316	-0.0481461	0.0178554	-0.0757458	0.0129115	-0.0273542	0.00260002	-0.0217736	-0.0399998
Y012	NA18858	-0.0612927	-0.00206448	0.0133338	0.0209884	0.00638182	-0.00496344	-0.0164959	0.00421038	0.00257124	-0.0107856
Y071	NA19141	-0.0622177	-0.0004542	-0.0138447	-0.00723274	-0.00842603	0.00296412	0.0132298	0.0276471	-0.0200144	-0.0492113
Y040	NA19093	-0.0618589	-0.00329124	0.031375	0.0279618	0.00677501	-0.0179435	-0.00155267	0.0231114	-0.0194062	-0.0417799
Y051	NA19206	-0.0620113	0.00285234	-0.0236177	0.000552092	0.0241706	0.00957019	-0.0194155	-0.0474259	-0.000589743	0.015696
Y105	NA19098	-0.0627765	0.00479415	-0.0104209	-0.0294312	-0.0491014	-0.00581217	-0.0156716	0.00111026	-0.0114489	0.00643528
Y101	NA19130	-0.0640499	-0.00767505	-0.0339859	0.0170562	-0.0944173	0.00196261	0.00374051	-0.00060212	-0.0222975	-0.0521103
Y077	NA19128	-0.0625688	0.00381355	-0.0239645	0.0290014	-0.00790801	-0.0256017	-0.0326618	-0.00955252	-0.025781	-0.0344277
Y101	NA19131	-0.0630313	0.0020686	-0.020903	-0.0011974	-0.0011568	0.0238896	-0.0370341	0.0096547	-0.000398185	0.020022
Y060	NA19116	-0.0634339	0.000761397	-0.0306257	-0.00265755	-0.00208839	0.00174936	0.0533518	-0.00278166	-0.0030598	0.0593296
Y077	NA19127	-0.0627133	0.00160557	0.00790424	0.00559552	0.029237	0.000277045	-0.0401635	0.000712797	0.0348213	-0.00720376
Y018	NA18853	-0.0623533	0.00393866	-0.00658819	-0.00260272	-0.0129488	0.0328959	0.00994847	0.00626664	0.0056436	-0.0252007
Y047	NA19171	-0.060673	0.0131835	-0.000561853	0.0137659	0.00497825	0.0035678	-0.0257228	0.00154453	-0.00588901	-0.0138127
Y071	NA19140	-0.0636536	0.00703136	-0.0010618	0.00891186	-0.0137968	-0.0180612	-0.000106905	-0.0351653	0.0198348	0.0211845
Y012	NA18859	-0.0637847	-0.00582776	-0.0247536	0.049793	-0.0272997	0.0140964	-0.0181667	-0.0134046	-0.00230674	-0.0479426
Y060	NA19119	-0.0642849	0.0030498	-0.0216321	-0.00325895	-0.00934357	-0.00942668	-0.0351404	-0.0136951	0.0182659	-0.0118449
Y051	NA19207	-0.0631301	0.0073395	0.0191665	0.0367891	-0.0119709	-0.0263462	0.0515082	-0.0433864	-0.00803964	0.00627254
Y105	NA19099	-0.063808	-0.00332074	-0.00372644	0.0145955	-0.0344843	0.0170799	0.00232809	0.00454232	-0.0137754	-0.0122289
